134.176;14.5346
141.357;13.9314
138.935;13.438
162.128;13.9689
141.357;13.5196
160.818;13.2727
160.134;13.1773
146.941;12.315
153.438;11.6622
122.437;12.3975
143.551;12.6991
133.492;12.5582
135.829;12.3268
122.323;12.7285
118.448;12.464
118.847;13.0143
109.814;12.0468
106.623;12.0159
107.734;12.2589
106.025;13.2181
108.959;14.1254
158.823;13.0282
166.117;12.8525
171.588;12.7256
205.638;12.9858
183.755;13.1618
193.671;11.7317
207.034;12.0965
199.198;12.7968
185.493;13.5115
197.945;13.2567
193.044;13.4864
186.576;15.0592
174.637;14.2836
180.421;12.8941
153.865;12.3541
153.238;13.1563
161.131;12.8709
148.537;12.8962
172.244;13.9302
176.945;12.2541
154.15;13.1125
166.374;13.4664
158.652;13.4988
143.38;14.043
180.022;13.0041
152.811;11.6819
141.869;11.9179
162.185;11.8772
167.4;17.1974
164.18;14.7711
167.656;14.5663
152.953;14.5873
149.762;16.195
133.92;15.5132
174.067;14.6934
153.096;13.3211
155.005;12.8026
172.386;13.3778
147.768;13.7141
167.428;14.2971
184.154;13.7864
163.866;13.4562
180.193;14.9819
180.991;14.52
160.533;14.4796
171.018;14.6687
179.965;14.7037
172.044;14.7363
202.789;14.8616
205.353;14.9124
177.372;14.7124
217.263;15.3735
207.519;15.5381
181.39;16.1913
206.835;16.6099
189.026;16.2509
174.181;15.2064
197.346;15.7199
177.258;14.7856
161.729;16.171
184.61;15.3383
178.455;13.9611
175.093;14.219
151.443;16.9922
141.357;14.3637
137.937;14.1796
129.019;14.8043
129.019;15.2
125.457;16.4714
134.803;16.4454
135.772;13.6604
130.899;13.5969
127.879;13.2979
135.914;12.0624
116.083;12.9726
172.699;13.1488
162.613;13.6213
168.397;13.3729
170.961;14.9542
188.542;15.8374
170.591;14.961
190.764;14.7568
179.538;14.6098
157.968;17.064
162.499;15.8932
156.829;16.3001
171.56;18.4314
161.416;17.2917
166.887;17.2277
166.83;18.4629
148.622;18.7989
156.088;18.0157
158.909;16.7847
137.168;17.5278
146.998;17.276
188.855;16.5313
197.717;17.3223
184.239;18.1239
193.044;17.3758
206.749;18.1515
190.85;18.8344
187.203;17.681
192.531;17.8461
181.276;17.4728
185.863;15.8359
192.502;16.4994
200.965;17.567
185.522;17.2378
196.663;18.944
198.173;20.9291
189.71;18.8846
199.455;16.7091
199.141;17.4676
193.471;16.3389
205.638;16.945
218.204;17.9733
192.189;16.9415
203.814;17.9388
202.475;18.2345
172.5;19.3195
161.302;18.3514
166.602;17.9973
156.458;17.6577
164.351;18.4867
186.747;19.6604
163.297;17.9246
167.628;17.4474
167.742;15.9553
152.412;16.8463
156.487;16.7132
118.904;15.4554
114.772;17.2702
131.868;18.5121
128.477;17.0638
145.802;17.3659
152.184;16.9635
123.833;18.0572
125.571;17.0777
127.737;16.7975
121.981;16.6042
136.513;16.8273
173.07;15.8384
188.029;15.7493
202.561;15.6841
196.036;16.7435
163.866;15.8811
134.547;15.7163
132.695;16.356
153.381;16.2558
146.856;17.2811
148.423;17.3324
164.607;16.8726
172.215;18.4037
182.558;16.6308
190.337;17.0581
162.47;17.3823
175.007;16.7462
221.822;17.3737
213.673;17.3452
200.823;19.172
209.485;19.697
217.634;16.7029
218.204;19.0429
230.37;19.623
232.963;17.577
225.811;18.1452
232.336;18.6774
238.719;18.6458
239.289;19.3013
228.205;19.8502
248.492;19.8713
241.454;18.9234
250.145;19.2284
237.351;19.7234
249.518;20.6667
234.815;21.3333
263.993;20.5229
253.479;20.0842
222.763;19.2375
197.888;23.3888
197.831;22.364
224.102;22.9599
212.704;22.5801
227.407;20.4362
223.162;20.3749
233.818;22.6876
217.035;20.5285
223.674;22.0068
198.429;20.2125
162.698;21.0621
165.063;20.25
172.699;19.2443
185.693;18.2977
173.839;19.5622
180.621;19.5352
153.01;18.7912
162.47;19.7061
173.953;18.849
166.915;19.9284
176.66;20.5316
152.583;19.7737
214.557;19.3473
210.738;18.9375
192.132;19.7571
171.788;18.5012
185.151;18.3066
186.747;18.0639
185.75;18.3575
183.328;19.8499
192.616;18.6024
183.47;19.1457
212.448;18.1558
239.346;18.0275
233.761;18.8151
232.707;18.7084
235.955;20.1304
227.407;19.1905
229.915;19.2613
234.473;19.6824
228.832;18.3267
231.852;18.9647
209.285;18.2922
222.136;18.3927
219.771;18.8698
208.459;18.0224
189.739;18.6135
228.091;17.2477
203.102;17.1933
203.729;18.0722
196.919;17.6685
217.349;17.8028
194.668;17.7678
218.175;18.4528
208.601;19.4737
210.396;18.6919
224.843;17.3721
177.401;18.0921
191.762;17.7785
183.47;17.0055
165.063;16.3894
188.884;17.4434
173.925;16.8911
168.71;16.8703
175.15;18.8977
208.487;17.6839
213.816;18.0129
217.634;17.061
204.213;16.548
201.307;16.6761
213.502;15.4291
206.607;15.2298
198.287;15.7014
199.227;15.7224
188.941;15.1556
191.676;14.7135
181.02;14.0294
206.521;14.4174
205.496;13.756
191.762;13.6604
208.088;13.3341
194.753;13.4993
185.778;14.7415
209.684;14.3569
194.953;13.9469
205.524;14.0775
186.234;12.3251
200.11;12.7175
195.694;12.5944
